[DoS attack: RST Scan] from source: 172.217.1.42:443, Friday, November 27,2020 04:34:04       
[DHCP IP: (192.168.1.6)] to MAC address B0:B9:8A:5E:DF:F1, Friday, November 27,2020 04:07:51       
[DHCP IP: (192.168.1.6)] to MAC address B0:B9:8A:5E:DF:F1, Friday, November 27,2020 04:07:43       
[DHCP IP: (192.168.1.6)] to MAC address B0:B9:8A:5E:DF:F1, Friday, November 27,2020 04:07:32       
[DHCP IP: (192.168.1.6)] to MAC address B0:B9:8A:5E:DF:F1, Friday, November 27,2020 04:07:11       
[DHCP IP: (192.168.1.6)] to MAC address B0:B9:8A:5E:DF:F1, Friday, November 27,2020 04:06:29       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 04:06:05       
[DHCP IP: (192.168.1.6)] to MAC address B0:B9:8A:5E:DF:F1, Friday, November 27,2020 04:05:05       
[DHCP IP: (192.168.1.6)] to MAC address B0:B9:8A:5E:DF:F1, Friday, November 27,2020 04:02:16       
[DHCP IP: (192.168.1.6)] to MAC address B0:B9:8A:5E:DF:F1, Friday, November 27,2020 03:56:40       
[DHCP IP: (192.168.1.6)] to MAC address B0:B9:8A:5E:DF:F1, Friday, November 27,2020 03:45:24       
[DHCP IP: (192.168.1.6)] to MAC address B0:B9:8A:5E:DF:F1, Friday, November 27,2020 03:22:54       
[DoS attack: RST Scan] from source: 17.253.144.10:443, Friday, November 27,2020 03:04:19       
[DHCP IP: (192.168.1.3)] to MAC address F8:36:9B:81:2E:F3, Friday, November 27,2020 03:03:06       
[DHCP IP: (192.168.1.6)] to MAC address B0:B9:8A:5E:DF:F1, Friday, November 27,2020 02:37:54       
[DHCP IP: (192.168.1.10)] to MAC address F8:36:9B:83:36:A2, Friday, November 27,2020 02:31:36       
[DHCP IP: (192.168.1.10)] to MAC address F8:36:9B:83:36:A2, Friday, November 27,2020 02:31:36       
[DHCP IP: (192.168.1.10)] to MAC address F8:36:9B:83:36:A2, Friday, November 27,2020 02:31:36       
[DHCP IP: (192.168.1.10)] to MAC address F8:36:9B:83:36:A2, Friday, November 27,2020 02:31:34       
[DHCP IP: (192.168.1.10)] to MAC address F8:36:9B:83:36:A2, Friday, November 27,2020 02:31:30       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:30:37       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:30:36       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:30:34       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:30:32       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:29:53       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:29:46       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:29:44       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:29:42       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:28:15       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, F¼G@riday, November 27,2020 02:28:13       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:28:12       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:26:58       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:26:56       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:26:52       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:26:50       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:26:50       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:26:48       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:26:47       
[DHCP IP: (192.168.1.23)] to MAC address 56:B1:2E:72:AB:79, Friday, November 27,2020 02:25:25       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:24:25       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:24:18       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:24:16       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:24:14       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:22:10       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:22:08       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:21:17       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:21:11       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:21:08       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:21:06       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:17:44       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:17:43       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:17:30       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:17:23       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:17:21       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:17:19       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:17:17       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:17:15       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:17:13       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:17:11       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:17:11       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:17:08       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:17:07       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:14:12       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:14:06       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:14:03       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:14:01       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Friday, November 27,2020 02:13:38       
[DHCP IP: (192.168.1.6)] to MAC address B0:B9:8A:5E:DF:F1, Sunday, November 22,2020 00:59:43       
[DHCP IP: (192.168.1.6)] to MAC address B0:B9:8A:5E:DF:F1, Sunday, November 22,2020 00:51:17       
[DHCP IP: (192.168.1.8)] to MAC address 48:BA:4E:A5:90:E4, Sunday, November 22,2020 00:47:00       
[DoS attack: RST Scan] from source: 17.248.185.140:443, Sunday, November 22,2020 00:40:44       
[DHCP IP: (192.168.1.25)] to MAC address E6:BA:77:29:11:D9, Sunday, November 22,2020 00:40:18       
[DHCP IP: (192.168.1.25)] to MAC address E6:BA:77:29:11:D9, Sunday, November 22,2020 00:40:15       
[DHCP IP: (192.168.1.25)] to MAC address E6:BA:77:29:11:D9, Sunday, November 22,2020 00:40:13       
[DHCP IP: (192.168.1.6)] to MAC address B0:B9:8A:5E:DF:F1, Sunday, November 22,2020 00:34:25       
[DoS attack: RST Scan] from source: 17.253.144.12:443, Sunday, November 22,2020 00:12:13       
[DHCP IP: (192.168.1.6)] to MAC address B0:B9:8A:5E:DF:F1, Sunday, November 22,2020 00:00:40       
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Saturday, November 21,2020 23:58:21     
[DHCP IP: (192.168.1.26)] to MAC address 1A:B9:BB:0F:2D:1A, Saturday, November 21,2020 23:57:07     
[DHCP IP: (192.168.1.10)] to MAC address F8:36:9B:83:36:A2, Saturday, November 21,2020 23:50:00     
[DHCP IP: (192.168.1.10)] to MAC address F8:36:9B:83:36:A2, Saturday, November 21,2020 23:50:00     
[DHCP IP: (192.168.1.10)] to MAC address F8:36:9B:83:36:A2, Saturday, November 21,2020 23:49:58     
[DHCP IP: (192.168.1.10)] to MAC address F8:36:9B:83:36:A2, Saturday, November 21,2020 23:49:57     
[DHCP IP: (192.168.1.6)] to MAC address B0:B9:8A:5E:DF:F1, Saturday, November 21,2020 22:53:10     
[DoS attack: RST Scan] from source: 17.253.144.12:443, Saturday, November 21,2020 22:11:14     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 22:01:13     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 22:01:11     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 22:01:10     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 22:01:09     
[DoS attack: RST Scan] from source: 172.217.9.69:443, Saturday, November 21,2020 21:37:00     
[DHCP IP: (192.168.1.25)] to MAC address E6:BA:77:29:11:D9, Saturday, November 21,2020 21:19:59     
[DHCP IP: (192.168.1.25)] to MAC address E6:BA:77:29:11:D9, Saturday, November 21,2020 21:19:02     
[DHCP IP: (192.168.1.25)] to MAC address E6:BA:77:29:11:D9, Saturday, November 21,2020 21:18:58     
[DHCP IP: (192.168.1.25)] to MAC address E6:BA:77:29:11:D9, Saturday, November 21,2020 21:17:03     
[DHCP IP: (192.168.1.25)] to MAC address E6:BA:77:29:11:D9, Saturday, November 21,2020 21:16:58     
[DoS attack: RST Scan] from source: 172.217.9.37:443, Saturday, November 21,2020 21:14:00     
[DHCP IP: (192.168.1.25)] to MAC address E6:BA:77:29:11:D9, Saturday, November 21,2020 21:09:34     
[DHCP IP: (192.168.1.25)] to MAC address E6:BA:77:29:11:D9, Saturday, November 21,2020 21:09:31     
[DHCP IP: (192.168.1.25)] to MAC address E6:BA:77:29:11:D9, Saturday, November 21,2020 21:09:30     
[DHCP IP: (192.168.1.5)] to MAC address A8:10:87:4F:0B:56, Saturday, November 21,2020 20:48:22     
[DHCP IP: (192.168.1.23)] to MAC address 56:B1:2E:72:AB:79, Saturday, November 21,2020 20:45:59     
[DHCP IP: (192.168.1.6)] to MAC address B0:B9:8A:5E:DF:F1, Saturday, November 21,2020 20:38:10     
[DoS attack: RST Scan] from source: 17.248.185.40:443, Saturday, November 21,2020 20:33:43     
[DoS attack: RST Scan] from source: 172.217.8.197:443, Saturday, November 21,2020 20:17:48     
[DoS attack: RST Scan] from source: 192.173.30.52:443, Saturday, November 21,2020 19:54:16     
[DHCP IP: (192.168.1.1¼G@5)] to MAC address C0:D2:F3:7E:03:F0, Saturday, November 21,2020 19:40:42     
[DHCP IP: (192.168.1.15)] to MAC address C0:D2:F3:7E:03:F0, Saturday, November 21,2020 19:40:40     
[DoS attack: RST Scan] from source: 69.171.250.20:443, Saturday, November 21,2020 19:37:01     
[DHCP IP: (192.168.1.2)] to MAC address B0:7E:11:E7:9D:B4, Saturday, November 21,2020 19:04:23     
[DHCP IP: (192.168.1.12)] to MAC address CC:46:4E:CB:54:8C, Saturday, November 21,2020 18:52:16     
[DoS attack: RST Scan] from source: 157.240.2.21:443, Saturday, November 21,2020 18:33:35     
[DoS attack: RST Scan] from source: 3.221.64.178:443, Saturday, November 21,2020 18:18:55     
[DoS attack: RST Scan] from source: 104.91.200.163:443, Saturday, November 21,2020 17:50:44     
[DoS attack: RST Scan] from source: 157.240.18.35:443, Saturday, November 21,2020 17:44:11     
[DoS attack: RST Scan] from source: 18.234.188.235:443, Saturday, November 21,2020 17:33:13     
[DHCP IP: (192.168.1.4)] to MAC address F0:81:73:DA:3F:2F, Saturday, November 21,2020 16:41:13     
[DoS attack: RST Scan] from source: 74.6.137.75:995, Saturday, November 21,2020 16:17:36     
[DHCP IP: (192.168.1.6)] to MAC address B0:B9:8A:5E:DF:F1, Saturday, November 21,2020 16:08:11     
[DHCP IP: (192.168.1.21)] to MAC address 52:A5:93:9D:99:D5, Saturday, November 21,2020 16:00:41     
[DHCP IP: (192.168.1.10)] to MAC address F8:36:9B:83:36:A2, Saturday, November 21,2020 15:24:51     
[DoS attack: RST Scan] from source: 98.137.159.41:993, Saturday, November 21,2020 14:42:53     
[DHCP IP: (192.168.1.25)] to MAC address E6:BA:77:29:11:D9, Saturday, November 21,2020 14:40:47     
[DoS attack: RST Scan] from source: 157.240.18.15:443, Saturday, November 21,2020 14:21:31     
[DoS attack: RST Scan] from source: 157.240.18.15:443, Saturday, November 21,2020 14:16:31     
[DoS attack: RST Scan] from source: 157.240.2.20:443, Saturday, November 21,2020 14:13:31     
[DoS attack: RST Scan] from source: 157.240.2.21:443, Saturday, November 21,2020 13:55:12     
[DoS attack: RST Scan] from source: 157.240.18.15:443, Saturday, November 21,2020 13:51:30     
[DHCP IP: (192.168.1.21)] to MAC address 52:A5:93:9D:99:D5, Saturday, November 21,2020 13:29:40     
[DHCP IP: (192.168.1.3)] to MAC address F8:36:9B:81:2E:F3, Saturday, November 21,2020 13:20:48     
[DHCP IP: (192.168.1.8)] to MAC address 48:BA:4E:A5:90:E4, Saturday, November 21,2020 12:47:04     
[DHCP IP: (192.168.1.8)] to MAC address 48:BA:4E:A5:90:E4, Saturday, November 21,2020 12:45:34     
[DHCP IP: (192.168.1.8)] to MAC address 48:BA:4E:A5:90:E4, Saturday, November 21,2020 12:44:09     
[DHCP IP: (192.168.1.8)] to MAC address 48:BA:4E:A5:90:E4, Saturday, November 21,2020 12:41:21     
[DoS attack: RST Scan] from source: 68.67.161.205:443, Saturday, November 21,2020 12:41:04     
[DHCP IP: (192.168.1.8)] to MAC address 48:BA:4E:A5:90:E4, Saturday, November 21,2020 12:35:43     
[Time synchronized with NTP server time-b.netgear.com] Saturday, November 21,2020 12:30:01     
[DHCP IP: (192.168.1.8)] to MAC address 48:BA:4E:A5:90:E4, Saturday, November 21,2020 12:24:27     
[DHCP IP: (192.168.1.8)] to MAC address 48:BA:4E:A5:90:E4, Saturday, November 21,2020 12:01:57     
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Saturday, November 21,2020 11:55:43     
[DHCP IP: (192.168.1.26)] to MAC address 1A:B9:BB:0F:2D:1A, Saturday, November 21,2020 11:55:43     
[DHCP IP: (192.168.1.26)] to MAC address 1A:B9:BB:0F:2D:1A, Saturday, November 21,2020 11:55:42     
[DHCP IP: (192.168.1.21)] to MAC address 52:A5:93:9D:99:D5, Saturday, November 21,2020 11:55:02     
[DHCP IP: (192.168.1.8)] to MAC address 48:BA:4E:A5:90:E4, Saturday, November 21,2020 11:16:58     
[DoS attack: RST Scan] from source: 157.240.18.15:443, Saturday, November 21,2020 11:14:41     
[DoS attack: RST Scan] from source: 157.240.18.35:443, Saturday, November 21,2020 11:13:13     
[DoS attack: RST Scan] from source: 172.217.4.197:443, Saturday, November 21,2020 11:07:40     
[DoS attack: RST Scan] from source: 104.91¼G@.200.181:443, Saturday, November 21,2020 11:03:46     
[DoS attack: RST Scan] from source: 34.233.20.182:443, Saturday, November 21,2020 10:58:19     
[DoS attack: RST Scan] from source: 184.27.191.123:443, Saturday, November 21,2020 10:17:39     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 10:01:09     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 10:00:47     
[DoS attack: RST Scan] from source: 17.253.144.12:443, Saturday, November 21,2020 10:00:46     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 10:00:38     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 10:00:36     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 10:00:35     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 10:00:34     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 10:00:17     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 10:00:15     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 10:00:14     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 10:00:13     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 09:59:35     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 09:59:33     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 09:59:32     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 09:59:31     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 09:58:11     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 09:58:09     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 09:58:08     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 09:58:07     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 09:55:22     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 09:55:20     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 09:55:19     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 09:55:18     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 09:49:44     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 09:49:42     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 09:49:41     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 09:49:40     
[DHCP IP: (192.168.1.8)] to MAC address 48:BA:4E:A5:90:E4, Saturday, November 21,2020 09:46:58     
[DHCP IP: (192.168.1.8)] to MAC address 48:BA:4E:A5:90:E4, Saturday, November 21,2020 09:45:55     
[DHCP IP: (192.168.1.8)] to MAC address 48:BA:4E:A5:90:E4, Saturday, November 21,2020 09:44:52     
[DHCP IP: (192.168.1.8)] to MAC address 48:BA:4E:A5:90:E4, Saturday, November 21,2020 09:42:45     
[DoS attack: RST Scan] from source: 161.69.122.115:8080, Saturday, November 21,2020 09:41:14     
[DHCP IP: (192.168.1.8)] to MAC address 48:BA:4E:A5:90:E4, Saturday, November 21,2020 09:38:32     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 09:38:28     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 09:38:26     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 09:38:25     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 09:38:24     
[DoS attack: RST Scan] from source: 172.217.0.10:443, Saturday, November 21,2020 09:37:22     
[DHCP IP: (192.168¼G@.1.8)] to MAC address 48:BA:4E:A5:90:E4, Saturday, November 21,2020 09:30:06     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 09:15:56     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 09:15:54     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 09:15:53     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 09:15:52     
[DHCP IP: (192.168.1.8)] to MAC address 48:BA:4E:A5:90:E4, Saturday, November 21,2020 09:13:13     
[DHCP IP: (192.168.1.20)] to MAC address 00:19:86:80:1C:F4, Saturday, November 21,2020 09:00:55     
[DHCP IP: (192.168.1.5)] to MAC address A8:10:87:4F:0B:56, Saturday, November 21,2020 08:48:22     
[DHCP IP: (192.168.1.25)] to MAC address E6:BA:77:29:11:D9, Saturday, November 21,2020 08:46:24     
[DHCP IP: (192.168.1.25)] to MAC address E6:BA:77:29:11:D9, Saturday, November 21,2020 08:46:23     
[DHCP IP: (192.168.1.23)] to MAC address 56:B1:2E:72:AB:79, Saturday, November 21,2020 08:45:13     
[DHCP IP: (192.168.1.23)] to MAC address 56:B1:2E:72:AB:79, Saturday, November 21,2020 08:43:47     
[DHCP IP: (192.168.1.23)] to MAC address 56:B1:2E:72:AB:79, Saturday, November 21,2020 08:43:44     
[DHCP IP: (192.168.1.23)] to MAC address 56:B1:2E:72:AB:79, Saturday, November 21,2020 08:43:43     
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Saturday, November 21,2020 08:41:18     
[DHCP IP: (192.168.1.29)] to MAC address A6:E5:CA:F8:7A:DE, Saturday, November 21,2020 08:41:14     
[DHCP IP: (192.168.1.26)] to MAC address 1A:B9:BB:0F:2D:1A, Saturday, November 21,2020 08:41:09     
[DHCP IP: (192.168.1.8)] to MAC address 48:BA:4E:A5:90:E4, Saturday, November 21,2020 08:39:29     
[DHCP IP: (192.168.1.30)] to MAC address 1E:DC:DC:43:96:2B, Saturday, November 21,2020 08:39:14     
[DHCP IP: (192.168.1.19)] to MAC address 7A:20:FB:29:36:ED, Saturday, November 21,2020 08:39:10     
[DHCP IP: (192.168.1.21)] to MAC address 52:A5:93:9D:99:D5, Saturday, November 21,2020 08:39:09     
[DHCP IP: (192.168.1.19)] to MAC address 7A:20:FB:29:36:ED, Saturday, November 21,2020 08:37:50     
[DHCP IP: (192.168.1.19)] to MAC address 7A:20:FB:29:36:ED, Saturday, November 21,2020 08:37:46     
[DHCP IP: (192.168.1.19)] to MAC address 7A:20:FB:29:36:ED, Saturday, November 21,2020 08:37:44     
[DHCP IP: (192.168.1.19)] to MAC address 7A:20:FB:29:36:ED, Saturday, November 21,2020 08:37:43     
[DHCP IP: (192.168.1.23)] to MAC address 56:B1:2E:72:AB:79, Saturday, November 21,2020 08:35:02     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 08:30:52     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 08:30:50     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 08:30:49     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 08:30:48     
[DHCP IP: (192.168.1.23)] to MAC address 56:B1:2E:72:AB:79, Saturday, November 21,2020 08:10:31     
[DHCP IP: (192.168.1.21)] to MAC address 52:A5:93:9D:99:D5, Saturday, November 21,2020 07:50:59     
[DHCP IP: (192.168.1.8)] to MAC address 48:BA:4E:A5:90:E4, Saturday, November 21,2020 07:31:59     
[DHCP IP: (192.168.1.23)] to MAC address 56:B1:2E:72:AB:79, Saturday, November 21,2020 07:26:04     
[DHCP IP: (192.168.1.21)] to MAC address 52:A5:93:9D:99:D5, Saturday, November 21,2020 07:19:07     
[DHCP IP: (192.168.1.3)] to MAC address F8:36:9B:81:2E:F3, Saturday, November 21,2020 07:04:25     
[DHCP IP: (192.168.1.2)] to MAC address B0:7E:11:E7:9D:B4, Saturday, November 21,2020 07:04:21     
[DoS attack: RST Scan] from source: 68.67.161.182:443, Saturday, November 21,2020 07:03:57     
[DHCP IP: (192.168.1.16)] to MAC address 0C:96:E6:02:D1:1F, Saturday, November 21,2020 07:00:52     
[DHCP IP: (192.168.1.16)] to MAC address 0C:96:E6:02:D1:1F, Saturday, November 21,2020 07:00:51     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52¼G@:5A, Saturday, November 21,2020 07:00:44     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 07:00:42     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 07:00:41     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 07:00:40     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 07:00:28     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 07:00:26     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 07:00:25     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 07:00:24     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 06:59:56     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 06:59:54     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 06:59:53     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 06:59:52     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 06:58:53     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 06:58:51     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 06:58:50     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 06:58:49     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 06:56:46     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 06:56:44     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 06:56:43     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 06:56:42     
[DHCP IP: (192.168.1.7)] to MAC address 18:56:80:6C:52:5A, Saturday, November 21,2020 06:52:33     
